Number,Title,Link,Premium,Acceptance,Difficulty
1325,Delete Leaves With a Given Value,https://leetcode.com/problems/delete-leaves-with-a-given-value,False,77.3%,Med.
1326,Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,False,50.7%,Hard
1327,List the Products Ordered in a Period,https://leetcode.com/problems/list-the-products-ordered-in-a-period,False,71.8%,Easy
1328,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome,False,51.5%,Med.
1329,Sort the Matrix Diagonally,https://leetcode.com/problems/sort-the-matrix-diagonally,False,83.1%,Med.
1330,Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value,False,42.8%,Hard
1331,Rank Transform of an Array,https://leetcode.com/problems/rank-transform-of-an-array,False,70.7%,Easy
1332,Remove Palindromic Subsequences,https://leetcode.com/problems/remove-palindromic-subsequences,False,76.7%,Easy
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance,False,63.5%,Med.
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,False,71.0%,Med.
1335,Minimum Difficulty of a Job Schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,False,59.7%,Hard
1336,Number of Transactions per Visit,https://leetcode.com/problems/number-of-transactions-per-visit,False,48.3%,Hard
1337,The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix,False,74.1%,Easy
1338,Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half,False,69.2%,Med.
1339,Maximum Product of Splitted Binary Tree,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree,False,48.0%,Med.
1340,Jump Game V,https://leetcode.com/problems/jump-game-v,False,64.2%,Hard
1341,Movie Rating,https://leetcode.com/problems/movie-rating,False,41.7%,Med.
1342,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,False,85.7%,Easy
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,False,70.7%,Med.
1344,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock,False,64.3%,Med.
1345,Jump Game IV,https://leetcode.com/problems/jump-game-iv,False,46.1%,Hard
1346,Check If N and Its Double Exist,https://leetcode.com/problems/check-if-n-and-its-double-exist,False,41.4%,Easy
1347,Minimum Number of Steps to Make Two Strings Anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,False,82.2%,Med.
1348,Tweet Counts Per Frequency,https://leetcode.com/problems/tweet-counts-per-frequency,False,45.5%,Med.
1349,Maximum Students Taking Exam,https://leetcode.com/problems/maximum-students-taking-exam,False,52.5%,Hard
1350,Students With Invalid Departments,https://leetcode.com/problems/students-with-invalid-departments,False,89.9%,Easy
1351,Count Negative Numbers in a Sorted Matrix,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix,False,77.8%,Easy
1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers,False,62.8%,Med.
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,False,38.7%,Med.
1354,Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums,False,36.3%,Hard
1355,Activity Participants,https://leetcode.com/problems/activity-participants,False,72.2%,Med.
1356,Sort Integers by The Number of 1 Bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits,False,78.8%,Easy
1357,Apply Discount Every n Orders,https://leetcode.com/problems/apply-discount-every-n-orders,False,64.6%,Med.
1358,Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,False,73.3%,Med.
1359,Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,False,64.9%,Hard
1360,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,False,51.6%,Easy
1361,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes,False,43.9%,Med.
1362,Closest Divisors,https://leetcode.com/problems/closest-divisors,False,61.5%,Med.
1363,Largest Multiple of Three,https://leetcode.com/problems/largest-multiple-of-three,False,32.9%,Hard
1364,Number of Trusted Contacts of a Customer,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer,False,75.1%,Med.
1365,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,False,87.2%,Easy
1366,Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes,False,59.6%,Med.
1367,Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree,False,51.9%,Med.
1368,Minimum Cost to Make at Least One Valid Path in a Grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,False,70.7%,Hard
1369,Get the Second Most Recent Activity,https://leetcode.com/problems/get-the-second-most-recent-activity,False,67.5%,Hard
1370,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string,False,76.9%,Easy
1371,Find the Longest Substring Containing Vowels in Even Counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts,False,75.7%,Med.
1372,Longest ZigZag Path in a Binary Tree,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree,False,66.8%,Med.
1373,Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,False,45.0%,Hard
1374,Generate a String With Characters That Have Odd Counts,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts,False,78.2%,Easy
1375,Number of Times Binary String Is Prefix-Aligned,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned,False,65.8%,Med.
1376,Time Needed to Inform All Employees,https://leetcode.com/problems/time-needed-to-inform-all-employees,False,60.3%,Med.
1377,Frog Position After T Seconds,https://leetcode.com/problems/frog-position-after-t-seconds,False,36.1%,Hard
1378,Replace Employee ID With The Unique Identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,False,83.6%,Easy
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,False,85.8%,Easy
1380,Lucky Numbers in a Matrix,https://leetcode.com/problems/lucky-numbers-in-a-matrix,False,79.9%,Easy
1381,Design a Stack With Increment Operation,https://leetcode.com/problems/design-a-stack-with-increment-operation,False,80.1%,Med.
1382,Balance a Binary Search Tree,https://leetcode.com/problems/balance-a-binary-search-tree,False,84.7%,Med.
1383,Maximum Performance of a Team,https://leetcode.com/problems/maximum-performance-of-a-team,False,47.6%,Hard
1384,Total Sales Amount by Year,https://leetcode.com/problems/total-sales-amount-by-year,False,61.4%,Hard
1385,Find the Distance Value Between Two Arrays,https://leetcode.com/problems/find-the-distance-value-between-two-arrays,False,70.6%,Easy
1386,Cinema Seat Allocation,https://leetcode.com/problems/cinema-seat-allocation,False,43.0%,Med.
1387,Sort Integers by The Power Value,https://leetcode.com/problems/sort-integers-by-the-power-value,False,70.9%,Med.
1388,Pizza With 3n Slices,https://leetcode.com/problems/pizza-with-3n-slices,False,53.3%,Hard
1389,Create Target Array in the Given Order,https://leetcode.com/problems/create-target-array-in-the-given-order,False,86.3%,Easy
1390,Four Divisors,https://leetcode.com/problems/four-divisors,False,45.2%,Med.
1391,Check if There is a Valid Path in a Grid,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,False,49.2%,Med.
1392,Longest Happy Prefix,https://leetcode.com/problems/longest-happy-prefix,False,49.7%,Hard
1393,Capital Gain/Loss,https://leetcode.com/problems/capital-gainloss,False,84.8%,Med.
1394,Find Lucky Integer in an Array,https://leetcode.com/problems/find-lucky-integer-in-an-array,False,75.4%,Easy
1395,Count Number of Teams,https://leetcode.com/problems/count-number-of-teams,False,70.1%,Med.
1396,Design Underground System,https://leetcode.com/problems/design-underground-system,False,74.1%,Med.
1397,Find All Good Strings,https://leetcode.com/problems/find-all-good-strings,False,44.1%,Hard
1398,Customers Who Bought Products A and B but Not C,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c,False,71.8%,Med.
1399,Count Largest Group,https://leetcode.com/problems/count-largest-group,False,74.9%,Easy
1400,Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings,False,68.7%,Med.
1401,Circle and Rectangle Overlapping,https://leetcode.com/problems/circle-and-rectangle-overlapping,False,49.0%,Med.
1402,Reducing Dishes,https://leetcode.com/problems/reducing-dishes,False,76.4%,Hard
1403,Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order,False,73.2%,Easy
1404,Number of Steps to Reduce a Number in Binary Representation to One,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,False,61.4%,Med.
1405,Longest Happy String,https://leetcode.com/problems/longest-happy-string,False,65.5%,Med.
1406,Stone Game III,https://leetcode.com/problems/stone-game-iii,False,63.2%,Hard
1407,Top Travellers,https://leetcode.com/problems/top-travellers,False,57.1%,Easy
1408,String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array,False,69.8%,Easy
1409,Queries on a Permutation With Key,https://leetcode.com/problems/queries-on-a-permutation-with-key,False,84.6%,Med.
1410,HTML Entity Parser,https://leetcode.com/problems/html-entity-parser,False,50.2%,Med.
1411,Number of Ways to Paint N × 3 Grid,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid,False,65.2%,Hard
1412,Find the Quiet Students in All Exams,https://leetcode.com/problems/find-the-quiet-students-in-all-exams,False,58.3%,Hard
1413,Minimum Value to Get Positive Step by Step Sum,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum,False,64.6%,Easy
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,False,64.6%,Med.
1415,The k-th Lexicographical String of All Happy Strings of Length n,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,False,85.2%,Med.
1416,Restore The Array,https://leetcode.com/problems/restore-the-array,False,46.8%,Hard
1417,Reformat The String,https://leetcode.com/problems/reformat-the-string,False,52.1%,Easy
1418,Display Table of Food Orders in a Restaurant,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,False,75.8%,Med.
1419,Minimum Number of Frogs Croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking,False,50.9%,Med.
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,False,66.4%,Hard
1421,NPV Queries,https://leetcode.com/problems/npv-queries,False,83.0%,Easy
1422,Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string,False,65.1%,Easy
1423,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,False,56.3%,Med.
1424,Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii,False,58.2%,Med.
1425,Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum,False,56.4%,Hard
1426,Counting Elements,https://leetcode.com/problems/counting-elements,False,60.5%,Easy
1427,Perform String Shifts,https://leetcode.com/problems/perform-string-shifts,False,55.9%,Easy
1428,Leftmost Column with at Least a One,https://leetcode.com/problems/leftmost-column-with-at-least-a-one,False,55.0%,Med.
1429,First Unique Number,https://leetcode.com/problems/first-unique-number,False,56.2%,Med.
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,False,47.3%,Med.
1431,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,False,88.1%,Easy
1432,Max Difference You Can Get From Changing an Integer,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,False,48.9%,Med.
1433,Check If a String Can Break Another String,https://leetcode.com/problems/check-if-a-string-can-break-another-string,False,70.5%,Med.
1434,Number of Ways to Wear Different Hats to Each Other,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other,False,44.7%,Hard
1435,Create a Session Bar Chart,https://leetcode.com/problems/create-a-session-bar-chart,False,75.0%,Easy
1436,Destination City,https://leetcode.com/problems/destination-city,False,79.4%,Easy
1437,Check If All 1's Are at Least Length K Places Away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away,False,58.1%,Easy
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,False,56.9%,Med.
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,False,62.0%,Hard
1440,Evaluate Boolean Expression,https://leetcode.com/problems/evaluate-boolean-expression,False,72.1%,Med.
1441,Build an Array With Stack Operations,https://leetcode.com/problems/build-an-array-with-stack-operations,False,80.3%,Med.
1442,Count Triplets That Can Form Two Arrays of Equal XOR,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor,False,84.8%,Med.
1443,Minimum Time to Collect All Apples in a Tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree,False,63.2%,Med.
